disease	short_form	snp	chr	pos	region	pvalue	or_value	beta	ancestry_initial	pubmed	first_author	year	title	mhc	asian_ancestry
Rheumatoid_arthritis	MONDO_0008383	rs61893460-?	11	76580110.0	11q13.5	2e-14		0.064	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs6556411-?	5	159356215.0	5q33.3	1e-08		0.048	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs6704109-?	1	172887910.0	1q24.3	2e-08		0.047	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs7097656-?	10	80491075.0	10q23.1	7e-08		0.045	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs75774363-?	5	150844160.0	5q33.1	2e-09		0.05	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs773588-?	1	113302202.0	1p13.2	3.0000000000000004e-09		0.05	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs8179673-?	2	191104615.0	2q32.3	2e-07		0.044	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs7517847-?	1	67215986.0	1p31.3	5e-43		0.11	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2476601-?	1	113834946.0	1p13.2	8e-67		0.14	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1432296-?	2	60841032.0	2p16.1	8e-10		0.051	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs3792109-?	2	233275771.0	2q37.1	2e-16		0.068	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs9836291-?	3	49660026.0	3p21.31	6e-06		0.038	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs10073277-?	5	40488584.0	5p13.1	4e-15		0.065	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs212389-?	6	159068759.0	6q25.3	6e-11		0.054	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs4266763-?	9	136395373.0	9q34.3	1e-13		0.062	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs10761659-?	10	62685804.0	10q21.2	2e-20		0.077	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1250573-?	10	79282718.0	10q22.3	1e-06		0.04	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1332099-?	10	99538694.0	10q24.2	5e-10		0.052	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1883832-?	20	46118343.0	20q13.12	9.000000000000001e-15		0.064	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs1003342-?	22	30174033.0	22q12.2	6e-10		0.052	NR	33686288	Peyrot WJ	2021	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs660895-G	6	32609603.0	6p21.32	2e-08	1.2083		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	True	False
Rheumatoid_arthritis	MONDO_0008383	rs71624119-?	5	56144903.0	5q11.2	5e-12	1.2750223		European	23143596	Eyre S	2012	High-density genetic mapping identifies new susceptibility loci for rheumatoid arthritis.	False	False
Rheumatoid_arthritis	MONDO_0008383	rs2258734-A	1	2552522.0	1p36.32	6e-14	0.91		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs2301888-A	1	17346235.0	1p36.13	4e-26	0.88		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs28411352-T	1	37812907.0	1p34.3	2e-11	1.1		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs6679677-A	1	113761186.0	1p13.2	1e-145	1.81		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs12126142-A	1	154452980.0	1q21.3	1e-10	0.93		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs3761959-T	1	157699488.0	1q23.1	1e-10	1.08		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs12026490-T	1	160447367.0	1q23.2	1e-12	0.8		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs1234313-A	1	173197108.0	1q25.1	2e-09	0.92		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs10911902-T	1	186663185.0	1q31.1	2e-08	0.92		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs1355208-A	2	30222456.0	2p23.1	7e-12	0.92		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs56095903-T	2	60845529.0	2p16.1	9e-13	1.12		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs1858037-A	2	65371166.0	2p14	1e-14	0.9		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs6705628-T	2	73981235.0	2p13.1	7.000000000000001e-09	0.88		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs11123811-T	2	100143710.0	2q11.2	2e-18	1.1		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs11889341-T	2	191079016.0	2q32.2	4e-30	1.16		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs3087243-A	2	203874196.0	2q33.2	2.9999999999999996e-24	0.88		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs4602367-A	3	17012007.0	3p24.3	2e-10	0.93		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs3806624-A	3	27723132.0	3p24.1	4e-11	0.92		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs13103285-T	4	10724896.0	4p16.1	4e-14	1.1		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs34046593-A	4	26109971.0	4p15.2	7e-17	1.15		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs117605225-T	4	77587043.0	4q21.1	2e-09	1.54		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs2918392-T	5	10704685.0	5p15.2	5e-08	0.94		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs7731626-A	5	56148856.0	5q11.2	2e-26	0.82		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs403214-A	5	103268000.0	5q21.1	4e-10	1.1		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs244685-T	5	134088199.0	5q31.1	6e-10	1.09		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs9405192-A	6	382537.0	6p25.3	9e-11	0.91		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs12530098-T	6	14106966.0	6p23	1e-11	1.15		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs2233424-T	6	44266184.0	6p21.1	7.000000000000001e-26	1.22		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs62422878-T	6	106228595.0	6q21	4e-09	1.11		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs7749323-A	6	137909252.0	6q23.3	4e-29	1.33		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs212389-A	6	159068759.0	6q25.3	7e-13	1.11		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs1571878-T	6	167127354.0	6q27	4e-40	0.86		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
Rheumatoid_arthritis	MONDO_0008383	rs740122-A	7	28126823.0	7p15.1	5e-09	0.92		European;East Asian	33310728	Ha E	2020	Large-scale meta-analysis across East Asian and European populations updated genetic architecture and variant-driven biology of rheumatoid arthritis, identifying 11 novel susceptibility loci.	False	True
