dataset_id,zone,source_database,accession_or_id,title,publication,year,url,organism,country_or_ancestry,sample_count_reported,sample_types,assay_type,phenotypes,contains_cancer,contains_hla_alleles,contains_hla_expression,contains_autoimmune,contains_hashimoto,contains_graves,contains_survival,contains_rai_response,contains_dm1_dm2,contains_fusion_status,contains_braf_ras_tert,access_status,download_status,local_path,allowed_use,forbidden_use,boundary_risk_level,notes
P2_VDJDB,REFERENCE_POPULATION_HLA,VDJdb,vdjdb_tcr_epitope,VDJdb T-cell receptor / antigen / HLA database,Bagaev et al. NAR 2020,2020,https://vdjdb.cdr3.net/,Homo sapiens,Mixed,>100000 entries,TCR-pMHC pairs,TCR + epitope + HLA,Reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/vdjdb/ (planned),TCR-HLA reference for Paper 4 hypothesis design,Stand-alone allele frequency claim,low,Reference DB
P2_MCPAS_TCR,REFERENCE_POPULATION_HLA,McPAS-TCR,mcpas_tcr,McPAS-TCR pathology-associated TCR database,Tickotsky et al. Bioinformatics 2017,2017,http://friedmanlab.weizmann.ac.il/McPAS-TCR/,Homo sapiens,Mixed,>9000 entries,TCR-pMHC,TCR + epitope + HLA,Reference,NO,YES,NO,partial,partial,partial,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/mcpas_tcr/ (planned),Pathology-TCR reference,Stand-alone allele frequency claim,low,Reference DB
P2_IEDB,REFERENCE_POPULATION_HLA,IEDB,iedb_epitopes,IEDB Immune Epitope Database,Vita et al. NAR 2019,2019,https://www.iedb.org/,Homo sapiens,Mixed,>1.6M epitopes,Immune epitopes,Epitope + assay + HLA,Reference,NO,YES,NO,partial,partial,partial,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/iedb/ (planned),Epitope reference for HLA binding interpretations,Stand-alone allele frequency claim,low,Reference DB
P2_DBSNP_HLA,REFERENCE_POPULATION_HLA,dbSNP,dbsnp_hla_region,dbSNP HLA-region SNP catalog,Sherry et al. NAR 2001+,ongoing,https://www.ncbi.nlm.nih.gov/snp/,Homo sapiens,Mixed,N/A,Variant catalog,SNP catalog,Reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,api_available,data_registry/reference_population_hla/dbsnp_hla/ (planned),HLA-region SNP reference,Stand-alone allele frequency claim,low,Reference DB
P2_GNOMAD_HLA,REFERENCE_POPULATION_HLA,gnomAD,gnomad_hla_region,gnomAD HLA-region variant frequencies,Karczewski et al. Nature 2020 581(7809):434-443,2020,https://gnomad.broadinstitute.org/,Homo sapiens,Mixed,~125000 exomes / 76000 genomes,Population variant catalog,WGS+WXS variant calls,Reference,NO,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/gnomad_hla/ (planned),HLA-region SNP frequencies (NOT classical-allele typing),Mistaken use as classical HLA-allele frequency,medium,gnomAD does NOT provide classical HLA-allele typing
P2_MHCFLURRY,REFERENCE_POPULATION_HLA,MHCflurry,mhcflurry_predictions,MHCflurry HLA peptide-binding predictor,O'Donnell et al. Cell Syst 2018+,2018+,https://github.com/openvax/mhcflurry,Homo sapiens,Reference,N/A,N/A,Method,Reference,NO,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/mhcflurry/ (planned),Predictive tool,Stand-alone allele frequency claim,low,Methodology
P2_NETMHCIIPAN,REFERENCE_POPULATION_HLA,NetMHCIIpan,netmhciipan,NetMHCIIpan HLA-II binding predictor,Reynisson et al. NAR 2020,2020,https://services.healthtech.dtu.dk/services/NetMHCIIpan-4.1/,Homo sapiens,Reference,N/A,N/A,Method,Reference,NO,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,query_required,data_registry/reference_population_hla/netmhciipan/ (planned),HLA-II binding prediction,Stand-alone allele frequency claim,low,Methodology
P1_AOTRC_THYROID,PAPER1_CANCER_CORE,Publication,aotrc_thyroid_korea,Thyroid cancer Korean treatment-outcome research consortium placeholder,Korean Thyroid Cancer Cohort consortium,ongoing,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Thyroid tumor,Mixed,Multi-institution Korean,YES,NO,partial,NO,NO,NO,YES,YES,partial,partial,YES,access_application_required,blocked_pending_access,N/A,N/A,Application required,medium,[VERIFIED-MANUAL-NEEDED] Korean multi-institution consortium
BR_GSE227010_FULL,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE227010_FULL,Comprehensive HT-PTC subset placeholder,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE227010,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,HT + PTC,YES,NO,YES,YES,YES,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse227010_full/ (planned),Bridge full-cohort,Cancer susceptibility claim,medium,Pull full cohort if HT-PTC subset needs context
BR_HT_TISSUE_ATLAS,BRIDGE_QUARANTINE_HT_PTC,Publication,ht_tissue_atlas,Hashimoto thyroid tissue atlas (placeholder),NEEDS_MANUAL_REVIEW,various,NEEDS_MANUAL_REVIEW,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,HT thyroid tissue,Mixed (sc + spatial + bulk),HT,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,public_open,query_required,project/data/external/ht_tissue_atlas/ (planned),Bridge HT atlas,Cancer claim,medium,[VERIFIED-MANUAL-NEEDED] Search recent HT atlas papers (2023-2025)
RR_KCGA,RESTRICTED_OR_REJECTED,KCGA,korean_cancer_genome_atlas,Korean Cancer Genome Atlas placeholder,KCGA consortium,ongoing,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Tumor primary,WGS + RNA-seq,Multi-cancer Korean (verify),YES,partial,partial,NO,NO,NO,partial,partial,partial,partial,YES,access_application_required,blocked_pending_access,N/A,N/A,Application required,high,Verify whether KCGA exists as separate from KoGES
RR_KOREAN_HEREDITARY_CANCER,RESTRICTED_OR_REJECTED,Korean_Hereditary_Cancer_Reg,korean_hereditary_cancer,Korean Hereditary Cancer Registry placeholder,various,ongoing,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Hereditary cancer cases,Genetic testing,Hereditary cancer,YES,NO,partial,NO,NO,NO,YES,partial,partial,partial,partial,access_application_required,blocked_pending_access,N/A,N/A,Application required,high,Familial / hereditary subset
P2_SYSTEMHC_ATLAS,REFERENCE_POPULATION_HLA,SysteMHC,systemhc_atlas,SysteMHC Atlas immunopeptidomics database,Shao et al. NAR 2018,2018,https://systemhc.sjtu.edu.cn/,Homo sapiens,Mixed,>700000 peptides,Immunopeptidomics,MS-based,Reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/systemhc/ (planned),Immunopeptidomics reference for HLA-I/II presentation,Stand-alone allele frequency claim,low,Reference DB
P2_TANTIGEN,REFERENCE_POPULATION_HLA,TANTIGEN,tantigen_tumor_antigens,TANTIGEN tumor T-cell antigen database,Olsen et al. Cancer Immunol Immunother 2017,2017,http://projects.met-hilab.org/tadb/,Homo sapiens,Mixed,~4500 antigens,Tumor antigens,Antigen catalog,Reference,YES,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/tantigen/ (planned),Tumor-antigen reference,Stand-alone allele frequency claim,low,Reference DB; cross-link with neoantigen vaccine hub
P2_TSNADB,REFERENCE_POPULATION_HLA,TSNAdb,tsnadb_neoantigens,TSNAdb tumor-specific neoantigen database,Wu et al. Genomics Proteomics Bioinformatics 2018,2018,http://biopharm.zju.edu.cn/tsnadb,Homo sapiens,Mixed,>100000 neoantigens,Tumor neoantigens,Predicted neoantigens,Reference,YES,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/tsnadb/ (planned),Neoantigen reference (per memory neoantigen_vaccine_hub),Stand-alone allele frequency claim,low,Used by neoantigen vaccine hub work
P2_NEPDB,REFERENCE_POPULATION_HLA,NEPdb,nepdb_neoantigens,NEPdb experimentally-validated neoantigen DB,Xia et al. Front Immunol 2021,2021,http://nep.whu.edu.cn/,Homo sapiens,Mixed,~17000 neoantigens,Experimentally validated neoantigens,Validated peptides,Reference,YES,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/nepdb/ (planned),Validated-neoantigen reference,Stand-alone allele frequency claim,low,Use as benchmark
P2_DBPEPNEO,REFERENCE_POPULATION_HLA,dbPepNeo,dbpepneo_neoantigens,dbPepNeo neoantigen database,Tan et al. Brief Bioinform 2020,2020,http://www.biostatistics.online/dbPepNeo/,Homo sapiens,Mixed,>180000 neoantigens,Neoantigen catalog,Predicted+validated,Reference,YES,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/dbpepneo/ (planned),Neoantigen reference,Stand-alone allele frequency claim,low,Reference DB
P2_TESLA,REFERENCE_POPULATION_HLA,TESLA,tesla_consortium,TESLA neoantigen prediction consortium benchmark,Wells et al. Cell 2020,2020,https://www.cell.com/cell/fulltext/S0092-8674(20)31235-6,Homo sapiens,Mixed,~600 validated peptides,Neoantigen benchmark,MS validated,Reference,YES,partial,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/tesla/ (planned),Neoantigen prediction benchmark (per memory neoantigen_vaccine_hub),Stand-alone allele frequency claim,low,TESLA platform reference for vaccine hub
P1_PROTEOMICSDB,PAPER1_CANCER_CORE,ProteomicsDB,proteomicsdb_thyroid,ProteomicsDB thyroid expression,Schmidt et al. NAR 2018,2018,https://www.proteomicsdb.org/,Homo sapiens,Mixed,>15000 proteins,Tissue + cell line proteomics,MS,Healthy + cancer,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,query_required,project/data/external/proteomicsdb_thyroid/ (planned),Protein-level expression baseline,HLA allele claim,low,Methodology reference
P1_TCIA_THYROID,PAPER1_CANCER_CORE,TCIA,tcia_thyroid_imaging,The Cancer Imaging Archive thyroid imaging,Clark et al. J Digit Imaging 2013,2013,https://www.cancerimagingarchive.net/,Homo sapiens,Mixed,multiple,Thyroid imaging studies,CT/MR/US/PET,Multiple thyroid imaging,YES,NO,NO,NO,NO,NO,partial,NO,NO,NO,partial,public_open,downloadable,project/data/external/tcia_thyroid/ (planned),Imaging layer for radiogenomic context,HLA allele claim,low,Companion to TCGA-THCA imaging
P1_PANIMMUNE,PAPER1_CANCER_CORE,PanImmune,thorsson_panimmune,Thorsson Pan-Cancer Immune Landscape,Thorsson et al. Immunity 2018 48(4):812-830,2018,https://gdc.cancer.gov/about-data/publications/panimmune,Homo sapiens,USA mixed,>10000 TCGA samples,Pan-cancer + thyroid,Immune signatures,Pan-cancer immune subtypes,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,public_open,downloadable,project/data/external/panimmune/ (planned),Pan-cancer immune landscape (filter to THCA),HLA allele claim,low,Use for thyroid immune subtype assignment
P1_TICA,PAPER1_CANCER_CORE,TICA,tica_pan_cancer,Tumor Immune Cell Atlas pan-cancer scRNA,Nieto et al. Genome Res 2021,2021,https://singlecell.broadinstitute.org/single_cell/study/SCP1288/,Homo sapiens,Mixed,~500000 cells,Pan-cancer immune scRNA,scRNA-seq,Pan-cancer immune cells,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/tica/ (planned),Pan-cancer immune scRNA reference (filter or compare to thyroid),HLA allele claim,low,Cross-cancer immune-cell baseline
P1_PANCANATLAS_FULL,PAPER1_CANCER_CORE,PanCanAtlas,pancanatlas_publications,Pan-Cancer Atlas publications + harmonized data,Hoadley et al. + Sanchez-Vega et al. + others Cell 2018,2018,https://gdc.cancer.gov/about-data/publications/pancanatlas,Homo sapiens,USA mixed,>10000 samples,Pan-cancer harmonized,Multi-omics harmonized,Pan-cancer,YES,NO,partial,NO,NO,NO,YES,NO,partial,partial,YES,public_open,downloadable,project/data/external/pancanatlas/ (planned),Harmonized pan-cancer (extract THCA),HLA allele claim,low,Filter to THCA samples
P1_GDSC2,PAPER1_CANCER_CORE,GDSC2,gdsc2_thyroid_drug_sensitivity,GDSC2 drug sensitivity thyroid lines,Iorio et al. + GDSC consortium,2016+,https://www.cancerrxgene.org/,Homo sapiens,Cell-line mixed,~30+ thyroid,Cell lines,Drug screen + expression,Thyroid cancer cell lines,YES,NO,YES,NO,NO,NO,N/A,N/A,partial,partial,YES,public_open,downloadable,project/data/external/gdsc2_thyroid/ (planned),Drug-response context,Patient-claim transfer,medium,Cell-line only; cross-link with DepMap+CCLE
P1_PRISM_REPURPOSING,PAPER1_CANCER_CORE,PRISM_Repurposing,prism_repurposing_drug_screen,PRISM Repurposing thyroid drug screen,Corsello et al. Nat Cancer 2020,2020,https://depmap.org/portal/,Homo sapiens,Cell-line mixed,~578 lines,Cell lines,Pooled drug screen,Drug repurposing,YES,NO,partial,NO,NO,NO,N/A,N/A,partial,partial,partial,public_open,downloadable,project/data/external/prism_repurposing/ (planned),Drug-repurposing context for DM1 reversal,Patient-claim transfer,medium,Cell-line only
P1_DEPMAP_2024Q4,PAPER1_CANCER_CORE,DepMap,depmap_24q4_thyroid,DepMap 24Q4 thyroid lines (latest release),DepMap consortium,2024,https://depmap.org/portal/data_page/?tab=allData,Homo sapiens,Cell-line mixed,~30+ thyroid,Cell lines,RNA-seq + WGS + dependency + drug,Thyroid cancer cell lines,YES,NO,YES,NO,NO,NO,N/A,partial,partial,partial,YES,public_open,downloadable,project/data/external/depmap_24q4/ (planned),Latest DepMap release,Patient-claim transfer,medium,Use latest release
P1_HUBMAP,PAPER1_CANCER_CORE,HuBMAP,hubmap_thyroid_placeholder,HuBMAP thyroid datasets (placeholder),HuBMAP consortium,ongoing,https://hubmapconsortium.org/,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Healthy thyroid,Multi-omic spatial,Healthy reference,partial,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open_partial,query_required,project/data/external/hubmap/ (planned),Healthy thyroid spatial reference if available,HLA allele claim,low,Verify dataset availability
P1_4DN_THYROID,PAPER1_CANCER_CORE,4DN,4dn_thyroid_placeholder,4D Nucleome thyroid datasets (placeholder),4DN consortium,ongoing,https://www.4dnucleome.org/,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Mixed,Hi-C + 3D genome,Reference,partial,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open_partial,query_required,project/data/external/4dn_thyroid/ (planned),Chromatin-3D context,HLA allele claim,low,Verify dataset availability
P1_PANGLAODB,PAPER1_CANCER_CORE,PanglaoDB,panglaodb_cell_markers,PanglaoDB cell-type marker reference,Franzen et al. Database 2019,2019,https://panglaodb.se/,Homo sapiens,Mixed,~250 cell types,Reference markers,Cell-type marker DB,Reference,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/panglaodb/ (planned),Cell-type annotation reference,N/A,low,Methodology DB
P1_CELLTYPIST,PAPER1_CANCER_CORE,CellTypist,celltypist_models,CellTypist annotation models,Dominguez Conde et al. Science 2022,2022,https://www.celltypist.org/,Homo sapiens,Mixed,N/A,Reference models,scRNA cell-type annotation,Reference,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/celltypist/ (planned),Cell-type annotation reference,N/A,low,Methodology DB
P1_METHBANK,PAPER1_CANCER_CORE,MethBank,methbank_thyroid,MethBank methylation database thyroid subset,Zou et al. NAR 2015,2015,https://ngdc.cncb.ac.cn/methbank/,Homo sapiens,Mixed,>thousands,Tissue methylation,Methylation database,Multiple,YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,query_required,project/data/external/methbank_thyroid/ (planned),Methylation aggregator,HLA allele claim,low,Filter to thyroid
P1_DISEASEMETH,PAPER1_CANCER_CORE,DiseaseMeth,diseasemeth_thyroid,DiseaseMeth v3 thyroid cancer methylation,Xiong et al. NAR 2017,2017,http://bio-bigdata.hrbmu.edu.cn/diseasemeth/,Homo sapiens,Mixed,>thousands,Disease methylation,Methylation aggregator,Multiple disease,YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,query_required,project/data/external/diseasemeth_thyroid/ (planned),Disease methylation aggregator,HLA allele claim,low,Filter to thyroid
P1_WANDERER,PAPER1_CANCER_CORE,Wanderer,wanderer_tcga_methyl,Wanderer TCGA methylation explorer,Diez-Villanueva et al. Database 2015,2015,http://maplab.imppc.org/wanderer/,Homo sapiens,USA mixed,TCGA samples,Tumor methylation,Methylation explorer,Pan-cancer,YES,NO,NO,NO,NO,NO,NO,NO,partial,NO,partial,public_open,query_required,project/data/external/wanderer/ (planned),TCGA methylation explorer,HLA allele claim,low,Methodology tool
P1_CLINICAL_TRIALS_THYROID,PAPER1_CANCER_CORE,ClinicalTrials_gov,clinicaltrials_thyroid,ClinicalTrials.gov thyroid cancer trials,NIH NLM,ongoing,https://clinicaltrials.gov/search?cond=thyroid%20cancer,Homo sapiens,Mixed,thousands of trials,Clinical trial registrations,Trial metadata,Thyroid cancer,YES,NO,NO,NO,NO,NO,partial,YES,partial,partial,YES,public_open,api_available,project/data/external/clinicaltrials_thyroid/ (planned),Clinical-trial reference for translational claims,N/A,low,Reference for prospective trials
P1_KNHANES,PAPER1_CANCER_CORE,KNHANES,knhanes_thyroid,KNHANES Korean National Health Examination thyroid context,KCDC,ongoing,https://knhanes.kdca.go.kr/,Homo sapiens,South Korean,>10000/year,Population survey,Population health,Population reference,partial,NO,NO,partial,partial,partial,NO,NO,NO,NO,NO,public_aggregate_only,query_required,project/data/external/knhanes_thyroid/ (planned),Korean population thyroid baseline,Cancer claim,low,Aggregate-only access
P1_KOR_THYROID_ASSOC,PAPER1_CANCER_CORE,Korean_Thyroid_Assoc,kta_thyroid_registry,Korean Thyroid Association registry placeholder,KTA,ongoing,https://www.korthyr.or.kr/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Multiple thyroid,Mixed,Multiple,YES,NO,NO,NO,NO,NO,YES,YES,partial,partial,YES,access_application_required,blocked_pending_access,N/A,Korean clinical reference,HLA allele claim,medium,Korean professional society
P1_KOR_RAI_REGISTRY,PAPER1_CANCER_CORE,Korean_NM_Society,korean_rai_registry,Korean Society of Nuclear Medicine RAI registry placeholder,KSNM,ongoing,https://ksnm.or.kr/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,RAI-treated thyroid cancer,Clinical RAI outcome,RAI follow-up,YES,NO,NO,NO,NO,NO,YES,YES,partial,NO,partial,access_application_required,blocked_pending_access,N/A,Korean RAI outcome reference,HLA allele claim,medium,Korean professional society
P1_GLASS_FUSION,PAPER1_CANCER_CORE,Publication,GLASS_fusion_consortium,Glioma Longitudinal Analysis fusion consortium (cross-cancer fusion ref),GLASS Consortium Nature 2019,2019,https://www.glass-consortium.org/,Homo sapiens,Mixed,>1000 longitudinal pairs,Longitudinal glioma,WGS + RNA-seq,Recurrent vs primary,YES,NO,partial,NO,NO,NO,YES,NO,partial,YES,YES,public_open,downloadable,project/data/external/glass/ (planned),Cross-cancer longitudinal fusion reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Methodology — longitudinal evolution
P1_TCGA_PCAWG_FUSION,PAPER1_CANCER_CORE,PCAWG,pcawg_fusion_calls,PCAWG pan-cancer fusion calls,PCAWG Nature 2020,2020,https://dcc.icgc.org/pcawg,Homo sapiens,Mixed,>2600 WGS,Pan-cancer WGS,Fusion calls,Pan-cancer fusion,YES,NO,partial,NO,NO,NO,partial,NO,partial,YES,YES,public_open,downloadable,project/data/external/pcawg_fusion/ (planned),Pan-cancer fusion-call reference,HLA allele claim,low,Methodology
P1_FUSIONHUB,PAPER1_CANCER_CORE,FusionHub,fusionhub_thyroid,FusionHub aggregated fusion DB,Panigrahi et al. PLoS One 2018,2018,https://fusionhub.persistent.co.in/,Homo sapiens,Mixed,>multiple sources,Fusion catalog,Fusion DB,Reference,YES,NO,partial,NO,NO,NO,NO,NO,partial,YES,partial,public_open,downloadable,project/data/external/fusionhub/ (planned),Fusion-call aggregator,HLA allele claim,low,Methodology DB
P1_CHIMERDB,PAPER1_CANCER_CORE,ChimerDB,chimerdb_thyroid,ChimerDB fusion database,Jang et al. NAR 2020,2020,http://www.kobic.re.kr/chimerdb/,Homo sapiens,Mixed,>multiple sources,Fusion catalog,Fusion DB,Reference,YES,NO,partial,NO,NO,NO,NO,NO,partial,YES,partial,public_open,downloadable,project/data/external/chimerdb/ (planned),Korean-led fusion DB,HLA allele claim,low,Methodology DB
P2_KOR_TWIN_FAMILY,PAPER2_HLA_AUTOIMMUNE,Publication,korean_twin_family_thyroid,Korean Twin Family Study thyroid heritability,Sung et al. various,various,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,>3000 pairs,Population twin study,Heritability,Thyroid heritability,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,public_open_partial,locate_pmid,data_registry/paper2_hla_autoimmune/kor_twin/ (planned),Korean thyroid heritability,Cancer claim,low,[VERIFIED-MANUAL-NEEDED] Twin / family heritability ref
P2_AFND_HLA_DPB1_KOR,REFERENCE_POPULATION_HLA,AFND,AFND_DPB1_korean,AFND HLA-DPB1 Korean specific aggregations,AFND consortium,ongoing,http://www.allelefrequencies.net/hla6006a.asp?hla_locus=DPB1&hla_population=Korea,Homo sapiens,South Korean,multiple studies,Healthy Koreans,HLA-DPB1 typing,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,manual_export_required,data_registry/reference_population_hla/afnd_dpb1_kor/ (planned),DPB1-specific Korean baseline,Cancer claim,low,Critical for DPB1*05:01 K2 finding context
RR_KARE,RESTRICTED_OR_REJECTED,KoGES_KARE,koges_kare,KoGES KARE cohort,KoGES,ongoing,https://nih.go.kr/,Homo sapiens,South Korean,>8000,Population biobank,GWAS + phenotype,Multiple endpoints,partial,partial,partial,partial,partial,partial,partial,NO,partial,NO,partial,access_application_required,blocked_no_credentials,N/A,N/A,Application required,high,KoGES sub-cohort
RR_KOR_NEXTGEN,RESTRICTED_OR_REJECTED,KOREA_Project,korea_nextgen_genome,KOREA Next-Gen genome project placeholder,various,ongoing,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Population genomics,WGS,Population reference,NO,partial,NO,partial,partial,partial,NO,NO,NO,NO,NO,access_application_required,blocked_no_credentials,N/A,N/A,Application required,high,Verify project name and scope
P1_HALLMARK_DM1_DERIVED,PAPER1_CANCER_CORE,internal,internal_hallmark_dm1_modules,Internally-derived DM1/DM2/RAI modules (project-internal reference),Internal,2026,N/A,Homo sapiens,Internal,N/A,Internal,Module signatures,DM1 / DM2 / RAI modules,YES,NO,YES,NO,NO,NO,NO,NO,YES,partial,partial,internal,already_present,project/manuscript_v8/ + project/results/,Internal Paper 1 module signatures,External claim transfer,low,Internal — defined in manuscript_v8
P1_MUN_2025_PROTEOGENOMIC,PAPER1_CANCER_CORE,Publication,Mun_2025_thyroid_proteogenomic,Mun 2025 thyroid cancer proteogenomic study (n=336 tumors),Mun et al. 2025 (verify exact venue),2025,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean (likely),336,Tumor primary,Proteomics + RNA-seq + WXS,Multiple thyroid subtypes (PTC/PDTC/ATC),YES,NO,YES,NO,NO,NO,partial,partial,YES,partial,YES,public_open,already_used,project/data/external/mun_2025/ (verify),Track B-lite RNA replication on protein layer per memory proteogenomic_v1_2026_05_08,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] 7/7 sign-match: thyroid_diff d=-1.91 myeloid d=+1.52; 5/7 8-gene members r<-0.5 along PTC->PDTC->ATC; Track B still FROZEN
P1_LIU_2024_PTC_PROTEOGENOMIC,PAPER1_CANCER_CORE,Publication,Liu_2024_PTC_proteogenomic,Liu PTC proteogenomic study (placeholder),NEEDS_MANUAL_REVIEW,2023-2024,NEEDS_MANUAL_REVIEW,Homo sapiens,Mixed (likely Chinese),NEEDS_MANUAL_REVIEW,PTC primary,Proteomics + RNA-seq + WXS,PTC subtypes,YES,NO,YES,NO,NO,NO,partial,partial,partial,partial,YES,public_open_partial,locate_pmid,project/data/external/liu_2024_ptc/ (planned),PTC proteogenomic comparator to Mun 2025,HLA allele claim,medium,[VERIFIED-MANUAL-NEEDED] Verify exact reference
P1_SUN_2024_THYROID_PROTEOGENOMIC,PAPER1_CANCER_CORE,Publication,Sun_2024_thyroid_proteogenomic,Sun 2024 thyroid proteogenomic (placeholder),NEEDS_MANUAL_REVIEW,2024,NEEDS_MANUAL_REVIEW,Homo sapiens,Mixed (likely Chinese),NEEDS_MANUAL_REVIEW,Thyroid tumor,Proteomics + multi-omic,Thyroid cancer,YES,NO,YES,NO,NO,NO,partial,partial,partial,partial,YES,public_open_partial,locate_pmid,project/data/external/sun_2024_thyroid/ (planned),Thyroid proteogenomic comparator,HLA allele claim,medium,[VERIFIED-MANUAL-NEEDED] Verify exists
P1_TANG_2024_PTC,PAPER1_CANCER_CORE,Publication,Tang_2024_PTC,Tang 2024 PTC proteomic candidate,NEEDS_MANUAL_REVIEW,2024,NEEDS_MANUAL_REVIEW,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,PTC primary,Proteomics,PTC,YES,NO,partial,NO,NO,NO,partial,NO,partial,partial,partial,public_open_partial,locate_pmid,project/data/external/tang_2024/ (planned),PTC proteomic comparator,HLA allele claim,medium,[VERIFIED-MANUAL-NEEDED] Verify exists
P1_GU_2024_THYROID_SC_SPATIAL,PAPER1_CANCER_CORE,Publication,Gu_2024_thyroid_sc_spatial,Gu 2024 thyroid scRNA + spatial (placeholder),NEEDS_MANUAL_REVIEW,2024,NEEDS_MANUAL_REVIEW,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Thyroid tumor,scRNA + spatial,Multi-subtype thyroid,YES,NO,YES,NO,NO,NO,NO,NO,partial,partial,partial,public_open_partial,locate_pmid,project/data/external/gu_2024_thyroid/ (planned),scRNA+spatial comparator,HLA allele claim,medium,[VERIFIED-MANUAL-NEEDED] Verify exists
P1_PROTEOMIC_INTERNAL,PAPER1_CANCER_CORE,internal,internal_proteogenomic_v1,Internal proteogenomic v1 corroboration outputs (Track B-lite),Internal,2026,N/A,Homo sapiens,Internal,N/A,Internal,Internal analysis outputs,DM1/DM2/Track B-lite signatures on protein layer,YES,NO,YES,NO,NO,NO,NO,NO,YES,partial,partial,internal,already_present,project/results/proteogenomic_v1/ (planned),Internal proteogenomic outputs per memory proteogenomic_v1_2026_05_08,External claim transfer,low,Reviewer-reserve only — Track B still FROZEN
P1_GTEX_PROTEOGENOMIC,PAPER1_CANCER_CORE,GTEx_Proteogenomic,gtex_proteogenomic_thyroid,GTEx proteogenomic thyroid (placeholder),Jiang et al. Cell 2020 + GTEx,2020,https://www.gtexportal.org/home/proteogenomicsPage,Homo sapiens,USA mixed,~32 normal thyroid,Healthy thyroid,Proteomics,Healthy reference,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/gtex_proteogenomic/ (planned),Healthy thyroid protein baseline,HLA allele claim,low,Reference baseline
